1538720,33110,1071,5084
4787872,59904,1247,3796
2471353,115101,1149,8206
169217,8851,124,648
514063,18922,1042,2429
86630,3891,96,511
180251,1967,70,290
564037,23233,447,2126
169622,14262,111,1022
85682,3891,65,357
254186,8442,366,309
712039,3202,143,582
188855,6463,419,671
238222,9559,169,991
62755,2466,71,329
1169747,35829,469,4710
136882,1582,39,116
81579,147,122,146
122743,8270,278,1987
70063,3058,77,404
69804,1896,88,325
23891,1832,26,408
2137698,22501,4440,6835
288594,6333,1612,1049
887511,36074,286,1734
1155429,48014,916,2990
454395,49935,168,3935
999134,11121,784,2211
3733990,247808,3871,24296
656697,22667,419,3212
301382,8188,63,261
436552,2755,334,836
322612,6528,1718,1400
1173233,64032,1667,3646
149030,5641,160,583
2845369,152485,1645,8941
5997233,366396,22885,39626
140396,9704,45,440
2161849,45013,917,7757
91494,3254,55,349
50627,482,17,188
323012,13860,520,2221
565953,31732,583,4296
590971,26539,585,3046
99052,4562,87,414
362703,30824,140,5376
4488542,34620,7120,12812
8443106,86006,15504,2381
208059,12670,173,1688
296175,14899,555,1540
225614,7364,128,461
87647,9892,81,676
2858059,48221,2123,7710
46374,6607,31,436
1390420,52421,822,2744
248677,16864,310,1488
1023116,52624,1196,2581
572673,15239,1848,2378
367150,11030,354,651
1584492,36839,1191,4421
3056926,116450,8996,7885
126230,1048,6,76
221250,11998,500,1481
68546,2501,79,223
2035314,36284,1486,4335
245888,7145,150,1309
87405,3301,271,508
702730,30460,762,3693
520296,15272,521,1868
718596,38537,1639,3602
1596463,37556,1143,6731
1118547,44534,736,3150
12910204,422882,8965,21513
1825263,81517,1065,4470
153017,898,153,452
211143,6046,227,1886
59716,3195,15,228
1553350,58276,788,4556
133423,244,489,416
76931,1561,19,175
2119829,82502,1996,4192
151954,316,63,272
36485,292,23,44
721980,86391,443,4578
602815,13357,203,510
679429,29583,872,2118
524890,14483,250,558
91018,4247,32,241
1199747,63190,694,3519
961630,24565,961,2753
3306407,11439,488,1748
47379,245,4,30
68015,11626,30,634
16565,1836,46,327
69631,1987,328,757
14850,146,35,81
446098,10480,638,1090
22138,592,19,242
12283,160,4,50
262755,13063,539,1255
237646,2348,2269,0
113560,7870,37,569
27722,803,25,145
519840,21284,485,1597
142197,9670,111,509
253051,6820,536,585
162673,471,511,1287
21831,1439,21,104
79305,150,14,78
99523,2001,102,838
30846,453,17,435
3304517,111608,1664,8363
536636,20794,419,3367
42830,799,44,802
1666770,58947,1989,5079
174960,9612,103,997
11194,149,65,0
847391,3371,2409,1026
986531,26725,759,1124
21964,185,2,37
593380,27948,283,3416
1084891,30372,660,5581
58927,360,3,35
670146,7035,336,510
3908505,110579,5810,19255
502408,27548,8341,10614
5521935,20493,3057,2473
1811695,54889,9218,37639
209125,16838,410,2123
34699,68,68,179
369291,19276,125,874
5189738,112564,2447,12560
90031,5621,68,1409
228946,17504,120,2399
193761,4142,874,2821
461958,23579,262,3626
596413,6997,138,1078
3228546,20684,806,6524
83352,2208,20,144
140601,313,6,184
179839,1599,121,584
513419,37319,284,2575
466862,8145,74,1094
162308,6351,47,521
5271,24,2,3
399859,16526,654,1774
70544,2845,96,554
1495741,61167,1245,6120
37838,118,4,8
18149,955,8,45
51287,2714,120,430
398188,7578,88,369
183702,8817,98,727
183893,2749,76,0
978732,2696,78,725
1676941,199329,827,20462
483878,6864,306,440
327306,12975,343,1188
161741,10624,146,1261
303834,14133,258,1551
184723,21972,89,1911
49664,2208,20,303
13281,130,3,19
1392850,51383,5449,5436
136608,1105,62,276
1792986,88029,1090,7328
6945,16,1,1
11637,54,0,19
216646,6779,156,430
38261,2007,37,173
41576,1923,69,219
317307,5983,89,290
1112617,60270,612,3580
4874,172,1,0
54889,203,4,101
3797928,158760,6374,6843
82372,6095,49,350
52158,3413,16,209
706428,6634,523,377
25634,229,5,8
93106,525,22,184
80080,811,84,656
20442,1870,48,258
66845,5118,142,656
535746,13789,477,1555
923240,2158,842,2324
3308603,61904,6165,19373
410554,34871,312,3111
169101,9519,203,1442
1214081,22986,1435,8195
46997,162,24,8
1367471,69538,869,11670
883631,8847,833,1123
630265,33841,457,2182
1913354,129734,4309,15167
428136,14200,604,2336
10944543,333469,22685,31858
697385,3302,351,0
923053,51919,1789,3947
1715858,96449,1271,8973
124327,3231,205,393
16673,109,55,330
192888,5026,139,318
31927,2094,27,115
36381,353,19,97
37960,1555,40,138
794308,36054,693,4680
49149,2132,47,352
3635,94,8,27
309703,11458,285,1361
83906,422,188,1149
1968298,86210,910,21538
673896,3294,247,393
184411,11559,475,1415
1570154,48976,338,2222
430729,20603,230,3756
8092992,654224,4749,73710
888653,13329,4296,2607
142510,9380,134,1424
33720,2275,44,479
1101130,4655,201,558
146365,7248,131,1210
1733462,108812,1883,10698
668168,21169,1443,2311
351831,11515,288,1193
3150013,131964,1511,9155
116241,507,11,108
104553,4390,110,597
203117,10895,460,2545
99106,4353,78,362
5762348,68932,1424,4043
189473,2015,73,146
92135,165,143,197
76164,2838,83,285
56633,601,3,83
93114,1070,5,81
175751,1877,42,140
674344,26025,547,2342
81668,2095,103,378
31913,2573,14,560
20878,266,4,115
1275732,37493,503,3601
446859,10441,93,355
286064,8837,406,315
228082,7111,548,742
1880966,37113,1235,4211
116817,411,11,106
2237809,23183,4577,6973
174973,4720,100,542
1040702,41671,320,1708
558988,56447,203,4159
5743857,108710,2180,5849
47906,358,58,438
195256,9450,142,671
4272766,259500,4137,19035
174169,11308,54,498
1088162,12106,868,1789
78907,3688,151,667
1560453,74601,1996,3552
1213659,49375,937,3003
6444,7,26,17
559269,3332,411,635
717397,23899,442,3329
722622,35817,730,4923
2142939,75357,1695,8481
42929,6640,17,752
362609,7037,1853,1573
163136,5999,171,491
2333091,46798,954,5702
332897,16174,613,1378
256804,7821,141,366
135115,12921,125,805
394413,15785,590,2065
6108995,369960,23206,38850
3037043,157871,1779,9107
2331,101,0,34
170208,1305,8,85
648074,28201,626,3133
547781,30162,1175,3414
23907,601,14,63
108987,4855,97,374
432274,32792,160,4534
4633097,35110,7231,12823
64637,165,25,20
1725988,58874,967,2894
1326308,60048,1488,2269
2963359,48973,2173,7835
397928,11689,378,345
261318,17396,318,1276
51725,485,17,176
291155,7519,163,1398
126103,15922,53,809
1640351,38241,1160,6931
107323,4757,35,560
68071,639,13,223
194946,21601,369,2833
53659,258,4,32
614701,16028,1911,1660
3501122,123552,9635,8211
1644818,37538,1218,4278
245466,12719,537,1506
718952,18342,668,2121
868727,35003,944,3751
96935,3537,291,589
2259132,38692,1573,4566
110540,726,38,49
967027,44203,2429,4214
656551,16655,278,489
1261476,47347,798,3205
181885,1037,189,344
235698,6319,235,1990
152657,273,526,329
1726466,60570,875,4609
13686030,432761,9366,21853
251940,14092,215,1817
83980,2119,351,620
630442,13712,207,503
69148,3526,16,229
168663,474,8,51
75040,2655,81,150
51836,271,5,32
1436828,69432,702,3635
1771265,109489,3629,20727
711888,30520,903,2137
2227312,85406,2060,4287
3447187,12241,535,1743
130634,8583,40,646
385794,20110,476,1232
1016803,25296,998,2705
97159,4454,33,248
83103,1612,21,140
158271,320,63,139
19549,342,19,47
31832,843,26,128
17813,1946,46,336
454792,10554,644,1001
14954,146,35,82
279648,13618,561,1175
256920,2511,2427,0
12484,160,4,36
549701,21979,505,1567
23399,1509,23,108
1929955,63428,2173,5218
100132,2005,102,707
574712,21584,440,3446
32868,467,18,350
3570409,117856,1786,8467
44415,807,47,708
12874,168,69,0
180101,9815,105,995
30998,197,2,17
2141594,74966,1640,5891
635321,28975,306,3480
81765,163,14,83
1003018,26958,766,1039
3342091,21362,826,6283
512715,27850,8421,10694
802484,7945,372,482
72015,407,3,41
4140581,115696,6029,15531
1156241,31173,684,5492
63613,662,20,215
141077,313,6,185
605846,20424,343,2042
855071,3385,2410,952
81473,1567,80,306
168447,6496,48,433
91748,5671,68,1395
5344092,114278,2547,12399
35876,68,68,183
76475,2966,100,375
195210,4152,878,2807
617634,7179,148,946
375746,19518,126,789
993070,2755,81,745
187464,1647,124,597
84959,2236,20,144
237390,17826,127,2379
552088,38959,305,2532
526878,9084,86,1142
191731,2828,77,0
6003,25,2,3
410542,16886,656,1746
18873,977,8,45
1637737,260973,7112,30291
1096173,2829,1123,2891
417737,7266,654,940
2278284,138867,7075,11177
786180,19277,1208,3325
1266615,11559,1233,1073
704347,48975,539,3704
4008285,68586,7088,18631
85423,2984,87,504
65906,1662,79,702
66350,2311,72,190
1826346,82531,1335,12968
71253,791,38,166
1436119,26322,1637,7029
69018,284,88,47
1131274,51599,846,2744
15906476,415015,29656,31425
1002047,4241,337,545
818523,3466,443,0
41057,2505,41,114
1285658,60836,2296,3942
2119461,111692,1616,7842
24604,98,8,73
970110,39891,1087,3914
84599,422,7,50
249984,6464,176,321
4045,60,2,13
321319,11727,334,914
27261,162,68,434
596689,24700,357,4613
1867066,54223,389,1996
115658,4699,120,448
1213185,16816,5552,2636
2109838,89454,972,17024
208478,10812,238,1549
10024916,718746,5925,129295
238734,794,156,654
1455468,5633,252,695
55530,4186,41,760
749633,22523,1666,2550
408663,12463,388,1423
2082055,117075,2092,11432
174176,8168,150,1298
64175,9952,23,942
3556291,142845,1698,7679
41216,380,13,202
740221,27888,603,2140
245955,7394,572,626
41860,1867,42,144
11287,156,43,48
89671,443,212,1259
110621,1243,7,83
128014,537,11,103
121754,428,11,98
537024,12269,102,344
63996,451,5,34
273138,13901,653,1632
159483,7010,471,2436
1356350,38935,519,3713
2059052,39608,1328,4516
251949,5931,131,495
197295,1989,45,153
106937,4630,86,326
6732107,78732,1625,4562
178179,10352,184,1331
84097,3048,86,297
2307502,23661,4651,7508
626024,60537,222,3494
1145233,44955,338,1807
8306967,132375,2987,5825
306432,9181,424,332
63026,643,3,81
191541,2030,73,142
200973,12480,60,463
6959,7,26,15
77356,1030,39,96
157482,14411,138,840
4719710,268422,4355,19587
56967,2539,47,196
1274795,50759,967,3130
176598,6306,178,508
1112947,12288,881,1733
87546,2223,110,380
2026,293,2,46
1848865,83254,2229,3681
390932,7406,1882,1059
794777,38085,803,4038
639015,3677,480,663
437070,16924,643,2226
193076,1445,9,117
50473,376,59,441
2291405,78074,1776,8720
362788,17129,657,1411
753615,24686,454,3424
161495,18226,73,907
2425974,47999,983,5907
690445,29545,668,2325
207592,9866,144,596
104945,4279,212,760
297168,8600,166,390
3192268,162406,1918,9412
2107590,65772,1164,3043
478859,33924,180,4660
249649,24401,470,2639
1030571,22581,924,1933
421861,12214,403,340
89079,833,15,295
65257,178,25,21
37934,2479,46,536
316788,7762,176,1184
158833,6709,41,580
6195810,372698,23509,39002
1606071,65930,1728,2555
4744487,35529,7328,13000
30016,0,0,5
3034617,49460,2208,7851
174072,306,593,354
117390,5116,102,385
647635,16702,1983,1661
2744,110,0,24
1681905,38789,1175,6025
272650,17850,330,1308
52149,486,17,179
109216,665,6,62
265566,13331,650,1093
3908556,130876,10145,8631
994793,38503,1095,4208
269710,14871,223,1352
252480,6510,249,2039
1186569,49541,3122,3943
1692234,38123,1245,4421
2422323,40267,1631,4766
209998,1204,227,366
348985,25754,267,2383
1353041,49055,840,3295
140678,9064,43,174
516012,23749,610,1191
123721,765,40,55
14268704,440252,9691,22709
76413,3777,19,274
94481,2268,378,641
863376,19817,330,494
1893150,62777,937,4728
389554,17904,182,817
1764566,76720,810,3885
649648,13965,211,529
238056,594,10,54
103619,3710,304,608
80101,2803,87,152
1887547,113726,3802,21940
34054,689,143,556
3573095,13117,570,1964
18921,2060,47,263
739380,31247,933,2196
2297767,87281,2101,4406
22807,363,21,42
104314,4690,34,214
1063469,25933,1035,2754
163494,332,64,124
88756,1662,22,146
15055,148,35,84
23938,611,19,260
296391,14200,584,1101
57920,303,5,33
572561,22530,517,1566
12550,160,5,38
244780,18129,130,2412
601477,22180,456,3547
24680,1570,24,95
2631028,84144,1975,6565
81444,3075,104,376
166374,475,515,753
2127628,66578,2286,5394
13926,173,74,0
34646,871,26,133
34169,473,18,364
3817132,124327,1899,8723
459829,10606,649,1018
41339,203,2,16
283161,2756,2668,0
665284,29719,321,3603
115959,1151,34,403
1019216,27185,772,913
666975,22108,393,2162
4371133,120224,6256,16017
83321,165,14,91
521239,28094,8481,10767
1208539,31730,717,5625
936934,8801,410,465
186806,10071,106,1017
173937,6617,50,439
93587,5748,68,1421
36590,69,68,194
5520173,116310,2655,12591
87183,444,3,45
192689,1689,126,628
381003,19719,127,809
630383,7245,149,957
584148,40300,327,2546
2156199,165137,2741,12872
20565649,1477400,46419,501083
4470140,436577,14015,44482
39957,243,68,115
189480,433,54,374
897188,66377,758,3147
150138,1031,594,0
259524,8520,204,892
14810,48,89,29
